field_1,user_id,name,screen_nam,tweet_id,text,coordinate,timestamp_,date_time,long,lat,BoroCD,Shape_Leng,Shape_Area
1798,175475598,Alli Green,allijgreen,924038712140238848,"Getting my #GracePrep workout in for the week &amp; my max rep set of back squats. Thanks… https://t.co/IhS9dsOIR3","40.705754,-74.0120727",1509142971440,2017-10-27 18:22:51-04:00,40.70575,-74.01207,101,73178.67348,42555349.76560
1799,23819894,Matt Morgan,TheMattMorgan,924038725230788608,"#Repost @tlotmfilm
・・・
#TLOTMfilm opens at #NYC’s @ifccenter next Wednesday, November 1. Advance… https://t.co/hmNvXTxMXU","40.73118221,-74.00143514",1509142974561,2017-10-27 18:22:54-04:00,40.73118,-74.00144,102,34910.33502,37723314.25230
1800,3815681,Adam Wiener,AdamWiener,924038744675667969,"I'm at Invisible Exports in New York, NY https://t.co/ThcIm5VIik https://t.co/yUgavNZZa8","40.71742351,-73.99233708",1509142979197,2017-10-27 18:22:59-04:00,40.71742,-73.99234,103,30468.33805,46878486.88810
1801,461780152,Shannon Knobel,ShannonKnobel,924038753164972038,Happy 10th Anniversary to truly my best friend forever!  We met when… https://t.co/M8IWIPrBeo,"40.7062187,-74.0124207",1509142981221,2017-10-27 18:23:01-04:00,40.70622,-74.01242,101,73178.67348,42555349.76560
1802,505916291,Artistry4gg,ggluvhair,924038789500039168,"I Do Brides to❤️
#essencemag #thecutlife #jupoppin #gilliangarcia #brooklynhairstylist… https://t.co/JDTFRXhhRr","40.63549,-73.95022",1509142989884,2017-10-27 18:23:09-04:00,40.63549,-73.95022,314,49291.79150,82175671.45210
1803,34410350,osvenska grabben,Poetulus,924038804977176576,"Bike 6 miles and arrive early? Reward yourself w a happy hour beer! (@ Ba'sik in Brooklyn, NY) https://t.co/hm0RTa0Q3T","40.71406904,-73.94437308",1509142993574,2017-10-27 18:23:13-04:00,40.71407,-73.94437,301,69142.27325,131756437.44400
1804,14423805,April Atwater,sweetlifeinthe,924038807477014528,KETO Low Carb Acronyms  https://t.co/gT4p64ILWA,"40.7207559,-74.0007613",1509142994170,2017-10-27 18:23:14-04:00,40.72076,-74.00076,102,34910.33502,37723314.25230
1805,2433916891,Dotmo,dotmophoto,924038847737950208,"Ami &amp; Aya Suzuki | NYC (US), 2017 •
• Amazon • 5 Stars
• By Discerning Customer // Verified… https://t.co/BRiPHpBNqh","40.7142,-74.0064",1509143003769,2017-10-27 18:23:23-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1806,2595058338,Summer Rose,sumsumsummytime,924038854553800705,Always let your conscience be your guide. 🤥🎃👻 #WhereInTheWorldIsSummy #HUAS #NYC #Pinocchio… https://t.co/hyMQVSq44L,"40.72095,-74.00476",1509143005394,2017-10-27 18:23:25-04:00,40.72095,-74.00476,101,73178.67348,42555349.76560
1807,123759192,Fashion 360 Mag,Fashion360mag,924038856554500099,Loving these #scents from @jay41514142! #Jamaica #dominicanrepublic #bahamas and more! Best part… https://t.co/6AEyesUC1r,"40.7142,-74.0064",1509143005871,2017-10-27 18:23:25-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1808,3302363411,ode to babel,odetobabel,924038869628211201,👻 TONITE 👻 open at 5 till real late #imbibethevibe @ Ode to Babel https://t.co/W52UyIV6qq,"40.6792183,-73.9645233",1509143008988,2017-10-27 18:23:28-04:00,40.67922,-73.96452,308,38230.23909,45592606.92560
1809,18704758,Richard LV-426 🎃👽,RichardLVargas,924038875403632640,"A beautiful view. @ Statue of Liberty &amp; Ellis Island https://t.co/79eZGv82LR","40.70324559,-74.01583969",1509143010365,2017-10-27 18:23:30-04:00,40.70325,-74.01584,101,73178.67348,42555349.76560
1810,293302726,Kevin Gamez,Kevin_KG10,924038904000507904,A beautiful evening in Central Park! #evening #Centralpark #nyc #manhattan #moon #bildings… https://t.co/MDlYt0xAIV,"40.7660016,-73.9765709",1509143017183,2017-10-27 18:23:37-04:00,40.76600,-73.97657,164,32726.02375,38312049.54350
1811,1278917455,Briana Elyse Hunter,BrianaEhunteR,924038923852046336,Last night’s Halloween Masquerade was... magical. Huge thank you to our guests - old and new -… https://t.co/ZvdjU5ePP8,"40.68854,-73.95554",1509143021916,2017-10-27 18:23:41-04:00,40.68854,-73.95554,303,36213.69623,79461360.00750
1812,48264526,Ashley Legg 💪🏽,leggday,924038932089602048,When we heard goodamerican was having a pop up shop in #nyc my mom booked a spontaneous trip to… https://t.co/HkaUrxZh8L,"40.7142,-74.0064",1509143023880,2017-10-27 18:23:43-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1813,20442643,Gino Libornio,nyscene,924038932144128001,Just posted a photo @ Coal Yard Bar https://t.co/ZtZo0QQWEK,"40.72644571,-73.98582548",1509143023893,2017-10-27 18:23:43-04:00,40.72645,-73.98583,103,30468.33805,46878486.88810
1814,386133901,Ramscale,RAMSCALEStudios,924038937101733888,Sunsets. Two views.  #sunsets #views #ohhh #ahhh #loft #love #light #ramscale 📸: @madsonmadison… https://t.co/zGNL7WF9DP,"40.73651466,-74.00957287",1509143025075,2017-10-27 18:23:45-04:00,40.73651,-74.00957,102,34910.33502,37723314.25230
1816,272112899,Heather Thomson,iamHeatherT,924038961084936192,Day 8. @twflab #countdown @nycmarathon @ruagilna I’m gonna have this guy ride on my back from… https://t.co/L8dZ29iNOf,"40.75019,-74.00397",1509143030793,2017-10-27 18:23:50-04:00,40.75019,-74.00397,104,67935.34164,49291527.00720
1817,3326778512,Dave Reyes,Crackmonkey51,924039005943066624,"I'm at Uno Pizzeria &amp; Grill - Brooklyn - @unochicagogrill in Brooklyn, NY https://t.co/DtZ54NUQWC","40.61806516,-74.03002782",1509143041488,2017-10-27 18:24:01-04:00,40.61807,-74.03003,310,44794.11142,111314712.49400
1818,317397049,Jewel,halloffameent01,924039025878384640,"Repost from @cityscapesny @TopRankRepost #TopRankRepost #TONIGHT FRIDAY OCT 27
#PREHALLOWEENBASH… https://t.co/Qf8gpsdkSM","40.72576,-73.91182",1509143046241,2017-10-27 18:24:06-04:00,40.72576,-73.91182,402,72178.85260,139896643.48500
1820,31718355,Ben Fitchett,BenFitchett,924039041582075904,"#reflections #interior #brooklyn #williamsburg #urbancowboy #details @ Urban Cowboy B&amp;B https://t.co/1o4WjAYSzS","40.7122699,-73.94653",1509143049985,2017-10-27 18:24:09-04:00,40.71227,-73.94653,301,69142.27325,131756437.44400
1821,3244418470,got checked?,gcfcp,924039080823767040,"We are setting up... pull up 😂😂😂😂😂
It's the AD and LITTY show ... On a serious note ... It's… https://t.co/KqErQmR9Bv","40.65,-73.95",1509143059341,2017-10-27 18:24:19-04:00,40.65000,-73.95000,317,43326.85057,93810206.36800
1822,21783367,Michel Leroy,michelleroy,924039088730079232,Rembrandt lighting for Chandler chandlerlovelle with the lastolitebymanfrotto EZYbox Speed-Lite… https://t.co/MkJxABUo1n,"40.75724257,-74.00125616",1509143061226,2017-10-27 18:24:21-04:00,40.75724,-74.00126,104,67935.34164,49291527.00720
1823,115279630,katy Espino del C.G,khaatthy,924039104395907073,"I'm at Empire State Building 86th Floor Observation Deck in New York, NY https://t.co/UiDpKWk5Vk","40.74843714,-73.98561136",1509143064961,2017-10-27 18:24:24-04:00,40.74844,-73.98561,105,35291.45846,43790805.32250
1824,157199202,nyc10016,nyc10016,924039127632400385,#harvest #fall hallow’s eve vibes in my midtown ‘hood of #MurrayHill !!! #halloween #pumpkin… https://t.co/QbKNjhuaLx,"40.7497047,-73.97766452",1509143070501,2017-10-27 18:24:30-04:00,40.74970,-73.97766,106,42672.56264,38728544.81190
1826,92682848,J.J. Wall,JJ_WALL,924039217054969856,"I'm at Greenbay Market in Queens, NY https://t.co/kUB0y21E63","40.76666123,-73.9209646",1509143091821,2017-10-27 18:24:51-04:00,40.76666,-73.92096,401,90037.84523,171549338.61900
1828,386133901,Ramscale,RAMSCALEStudios,924039259132227584,This weekend we were fortunate to house this wonderful wedding. ❤️#weddingwednesday #wedding… https://t.co/I1cnjwlJAN,"40.73651466,-74.00957287",1509143101853,2017-10-27 18:25:01-04:00,40.73651,-74.00957,102,34910.33502,37723314.25230
1829,471157677,Ian Bentley,ian_a_bentley,924039274248450058,Night @ Hudson River Park https://t.co/HZC1tNn8c0,"40.73270955,-74.01059876",1509143105457,2017-10-27 18:25:05-04:00,40.73271,-74.01060,102,34910.33502,37723314.25230
1831,55970770,Carmen GuzmanLombert,Xsanthemum,924039323070140416,"Just posted a photo @ Hell's Kitchen, Manhattan https://t.co/BerdCPi04U","40.763186,-73.994508",1509143117097,2017-10-27 18:25:17-04:00,40.76319,-73.99451,104,67935.34164,49291527.00720
1832,28943885,Chef Mehernnosh,Celebrationsfc,924039326689910785,Super Nitro Freddo... EXCELLENT a must try at #starbucks @ New York City - Manhattan - Nyc https://t.co/iK9qPb1zNj,"40.75301143,-73.97686958",1509143117960,2017-10-27 18:25:17-04:00,40.75301,-73.97687,105,35291.45846,43790805.32250
1833,16313660,Jian DeLeon,jiandeleon,924039327390330882,“🖊” 📸 @thomas__welch @ Highsnobiety Inc. https://t.co/Enuc3pNCM7,"40.70546,-74.01287",1509143118127,2017-10-27 18:25:18-04:00,40.70546,-74.01287,101,73178.67348,42555349.76560
1834,19717345,Greek God Of Cool,kellsmania,924039364228931586,💯 God Bless Harlem. Although I Hope That We’re Doing A Good Job The Great Thing About… https://t.co/2kJt7wRVBQ,"40.8167886,-73.9585985",1509143126910,2017-10-27 18:25:26-04:00,40.81679,-73.95860,109,34958.20173,41889762.67080
1835,972261578,Healthfirst Jobs,HF_Jobs,924039364614668288,"Interested in a #job in #NewYork, NY? This could be a great fit: https://t.co/ynGEwTchZ6 #Director #hotjobs #Healthcare #Hiring","40.7127837,-74.0059413",1509143127002,2017-10-27 18:25:27-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
1836,572174945,AS | Artists Studios,AS_Studios,924039368934936576,#View of 88 East Broadway Shopping Mall Part 3 with Jeffrey Stark Gallery #redbirdidea #basement… https://t.co/iVAFeVPwXN,"40.71472222,-73.99722222",1509143128032,2017-10-27 18:25:28-04:00,40.71472,-73.99722,103,30468.33805,46878486.88810
1839,731027906,Guckenheimer Careers,GuckenheimerJob,924039397825060864,"We're #hiring! Read about our latest #job opening here: Barista - Espresso Bar - https://t.co/z9VftwHeDh #culinary #foodie #NewYork, NY","40.7127837,-74.0059413",1509143134920,2017-10-27 18:25:34-04:00,40.71278,-74.00594,101,73178.67348,42555349.76560
1841,42640432,Total Traffic NYC,TotalTrafficNYC,924039413327368192,"Accident cleared in #NewYork on 7th Ave SB approaching W 46th St, stop and go traffic back to W 58th St, delay of 4 mins #traffic","40.75859,-73.98508",1509143138616,2017-10-27 18:25:38-04:00,40.75859,-73.98508,105,35291.45846,43790805.32250
1842,55970770,Carmen GuzmanLombert,Xsanthemum,924039448349806592,"Just posted a photo @ Hell's Kitchen, Manhattan https://t.co/bE4ubWD684","40.763186,-73.994508",1509143146966,2017-10-27 18:25:46-04:00,40.76319,-73.99451,104,67935.34164,49291527.00720
1843,32712732,Cindy,cinnyp,924039460538519552,"Tonight's street talk ... #dreams #love 🐠🙌🏻🗽💪🏻❤️💛💚💙💜 @ New York, New York https://t.co/whtBgcBlAk","40.7142,-74.0064",1509143149872,2017-10-27 18:25:49-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1844,86640770,Juan Camilo Jllo V.,juank878,924039479953973248,Acaba de publicar una foto en Top Of The Rock NYC https://t.co/xpejeLCxCv,"40.75906233,-73.97944109",1509143154501,2017-10-27 18:25:54-04:00,40.75906,-73.97944,105,35291.45846,43790805.32250
1845,113472074,LorrainePintos-Armas,LorrainePintos,924039481530945536,Awesome stories with @jeremycowart with @canonusaimaging at the photoplusexpo this afternoon… https://t.co/n0ojZw2XEN,"40.757777,-74.002591",1509143154877,2017-10-27 18:25:54-04:00,40.75778,-74.00259,104,67935.34164,49291527.00720
1847,3547723696,Ureña,MichelleUrena19,924039524837220352,"#bodegadairies last one. @ East Flatbush, Brooklyn https://t.co/ZU4Mk14k4v","40.6438,-73.93",1509143165202,2017-10-27 18:26:05-04:00,40.64380,-73.93000,317,43326.85057,93810206.36800
1849,39519743,janvievespeaks,Janvieve,924039542264516614,I know this is challenging for some it was challenging for myself as well ....but let me tell… https://t.co/E2O6nwn9fz,"40.797,-73.949",1509143169357,2017-10-27 18:26:09-04:00,40.79700,-73.94900,111,59502.91147,66145984.61130
1850,2970060963,Angel of Harlem NY,AngelofHarlemNY,924039561575129088,"Join us for this special Pre-Halloween Masquerade Bash Music by DJ Joe Smooth &amp; DJ Ignishun. As… https://t.co/0m7RYyLM3w","40.807991,-73.9525681",1509143173961,2017-10-27 18:26:13-04:00,40.80799,-73.95257,110,35828.70393,39083687.26840
1851,42640432,Total Traffic NYC,TotalTrafficNYC,924039571163303937,"Accident, center lane blocked in #Queens on The L.I.E. EB at X17, stop and go traffic back to X16, delay of 4 mins #traffic","40.72744,-73.90713",1509143176247,2017-10-27 18:26:16-04:00,40.72744,-73.90713,402,72178.85260,139896643.48500
1852,33778540,Kamal Hotchandani,HauteLiving,924039571599446018,Family raised on chess moves 🏆 my niece ayanaashraf in her first chess tournament at Dalton… https://t.co/MCQ9dA628o,"40.78163247,-73.95500015",1509143176351,2017-10-27 18:26:16-04:00,40.78163,-73.95500,108,53561.20587,55168905.39990
1854,2210694984,Рада Никитина,nikitinarada,924039592277356544,Подготовка запуска на Луну!!! Одобрено правительством США. Планируют и инвестируют проект… https://t.co/l9vhGt8vij,"40.75063,-73.993744",1509143181281,2017-10-27 18:26:21-04:00,40.75063,-73.99374,105,35291.45846,43790805.32250
1855,72463240,Vixit Thamboun,DaRealVick,924039601827741697,"❤️ Just relaxing the night away! 🙏

#god #life #love #happy #happiness #hope #faith #believe… https://t.co/wVEAOSSoMg","40.7142,-74.0064",1509143183558,2017-10-27 18:26:23-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1856,55970770,Carmen GuzmanLombert,Xsanthemum,924039609339797507,Just posted a photo @ Hell's Kitchen https://t.co/OHji8qkJei,"40.763186,-73.994508",1509143185349,2017-10-27 18:26:25-04:00,40.76319,-73.99451,104,67935.34164,49291527.00720
1857,69085639,"Dan Daly Jr, CSCS",TrainDaly,924039645654147072,Buoy burpees #EQXH2O @ Equinox Columbus Circle https://t.co/hshAcxUB7Q,"40.76866123,-73.98262829",1509143194007,2017-10-27 18:26:34-04:00,40.76866,-73.98263,104,67935.34164,49291527.00720
1859,31718355,Ben Fitchett,BenFitchett,924039659520344064,"Always fun to hang out at urbancowboybnb Listening to his records &amp; admiring his fine collection… https://t.co/jzMlKHMjUB","40.7122699,-73.94653",1509143197313,2017-10-27 18:26:37-04:00,40.71227,-73.94653,301,69142.27325,131756437.44400
1861,95805116,Fairry U. Bonner,FAIRRYLAND,924039661814779914,"Loved those jeans @ Brooklyn Bridge, Manhatten - New York https://t.co/fVlwiDJuYX","40.70520591,-74.00110654",1509143197860,2017-10-27 18:26:37-04:00,40.70521,-74.00111,101,73178.67348,42555349.76560
1862,2690281,Shuichi Aizawa,switchstyle,924039706513494017,that time of year already.. (@ Bank of America Winter Village at @BryantParkNyc) https://t.co/pGCI2xV3m8 https://t.co/sQbzcVz3E0,"40.75390224,-73.98402737",1509143208517,2017-10-27 18:26:48-04:00,40.75390,-73.98403,105,35291.45846,43790805.32250
1863,55970770,Carmen GuzmanLombert,Xsanthemum,924039742747901952,Just posted a photo @ Hell's Kitchen https://t.co/nyoWOiBImy,"40.763186,-73.994508",1509143217156,2017-10-27 18:26:57-04:00,40.76319,-73.99451,104,67935.34164,49291527.00720
1865,2269210430,Grand Cru NY,GrandCruNY,924039782992416768,Don’t miss our annual #whiskey fest. Tomorrow from 5-9pm. #w42st #whiskeyfest #tasting… https://t.co/BsjVWQFOMY,"40.7612299,-73.9978133",1509143226751,2017-10-27 18:27:06-04:00,40.76123,-73.99781,104,67935.34164,49291527.00720
1866,461780152,Shannon Knobel,ShannonKnobel,924039855746797571,"Such an incredible memory!  Cheers 🥂 to 10 years Amber &amp; Sal!!! @… https://t.co/6eTHMC1J4j","40.7062187,-74.0124207",1509143244097,2017-10-27 18:27:24-04:00,40.70622,-74.01242,101,73178.67348,42555349.76560
1867,3975993345,Wayne Jason Gilbert,iamwaynegilbert,924039884167409665,The legend of Pumpkinbrickhead #happyhalloween #beware #spooky #trickortreat #picoftheday #funny… https://t.co/7Bmc5sXPYo,"40.65,-73.95",1509143250873,2017-10-27 18:27:30-04:00,40.65000,-73.95000,317,43326.85057,93810206.36800
1868,31500651,Thomas Bell,rickdotrick,924039894271430656,Drinking an Indiana River Light Ale by @heartlandbrew @ HB Burger — https://t.co/uhi8DKiLri,"40.7561,-73.9849",1509143253282,2017-10-27 18:27:33-04:00,40.75610,-73.98490,105,35291.45846,43790805.32250
1870,24787367,Lionel,LionelMedia,924039988324401152,In celebration of his book launch fête of Jackie Martling. The Jokeman. A mensch amongst… https://t.co/XPqynDGV14,"40.7608,-73.97257",1509143275706,2017-10-27 18:27:55-04:00,40.76080,-73.97257,105,35291.45846,43790805.32250
1871,224342907,vey's @ furpoc,Veyote,924040027516129281,"On route to Furpoc!! (@ New York Penn Station in New York, NY) https://t.co/RBcJmtBoqM","40.75098694,-73.99173485",1509143285050,2017-10-27 18:28:05-04:00,40.75099,-73.99173,105,35291.45846,43790805.32250
1872,2968148254,CheckOutStore,checkoutstoretm,924040084948742146,200 STANDARD White Color CD Jewel Case (Tray Only NO Cartons) $20.00 https://t.co/j1ALssc3HZ #CD #Jewel #Cases https://t.co/D3xrxLNN1s,"40.6548713,-74.0064354",1509143298743,2017-10-27 18:28:18-04:00,40.65487,-74.00644,307,88629.72586,104170795.21500
1873,87059379,Belfree Dahmer,BelfreeDahmer,924040098626392064,"🤔🤔🤔🤔🤔🤔🤔🤔🤔😏😏😏😏 @ New York, New York https://t.co/cNvdfyPaZw","40.7142,-74.0064",1509143302004,2017-10-27 18:28:22-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1874,55970770,Carmen GuzmanLombert,Xsanthemum,924040107547492352,"Just posted a photo @ Hell's Kitchen, Manhattan https://t.co/mBmmgP6Pn2","40.763186,-73.994508",1509143304131,2017-10-27 18:28:24-04:00,40.76319,-73.99451,104,67935.34164,49291527.00720
1875,69543821,Early Ross,iEarlyRoss,924040112140414979,"See you Sunday goons &amp; ghouls! @keokikeokikeoki &amp; @samuri_djs on the decks. kevinaviance… https://t.co/5NyTVWiGtE","40.70707,-73.94743",1509143305226,2017-10-27 18:28:25-04:00,40.70707,-73.94743,301,69142.27325,131756437.44400
1876,93783780,Nina Tiari,NinaTiariNYC,924040114854154242,"@sofausti in NiNA TiARi FW17 ⚡️🌹⚡️ #ninatiarifw17 @ New York, New York https://t.co/qeelG3cvRQ","40.7142,-74.0064",1509143305873,2017-10-27 18:28:25-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1877,62994253,FeetAndConcrete,Abie23,924040132327505921,"Week 17 Day 5: 6 Easy Miles

T-Minus 9 Days!!!🙌🏼🙌🏼🙌🏼

#theroadtothetcsnycmarathon2017… https://t.co/VrZ9Y1edmA","40.745292,-74.007895",1509143310039,2017-10-27 18:28:30-04:00,40.74529,-74.00790,104,67935.34164,49291527.00720
1878,518741148,lex 🍁,lexbackus,924040135842267137,nyc bb • mittjawns @ PIANOS https://t.co/LAU9EDsIrm,"40.72104,-73.98775",1509143310877,2017-10-27 18:28:30-04:00,40.72104,-73.98775,103,30468.33805,46878486.88810
1879,2887777671,Mark Helfgott,markhelfgott,924040149117390848,"Me eating stuff on ""Bluestein"". I mean ""Bluebloods"". #ny1pic @ Upper East Side https://t.co/wDKdR2LvZr","40.76916667,-73.96555556",1509143314042,2017-10-27 18:28:34-04:00,40.76917,-73.96556,108,53561.20587,55168905.39990
1881,42084664,The Outer Space Men,Outer_Space_Men,924040235222257664,#outerspacemen #melbirnkrant #actionfigures #spacetoys #sciencefiction #cooltoys #customtoys… https://t.co/tReXUVlZho,"40.78694444,-73.97527778",1509143334571,2017-10-27 18:28:54-04:00,40.78694,-73.97528,107,39863.65387,53153440.31120
1882,40877648,Peter Huntley,Peter_Huntley,924040244776673280,A helluva town @ The High Line https://t.co/rf5H8616OU,"40.7406616,-74.0067978",1509143336849,2017-10-27 18:28:56-04:00,40.74066,-74.00680,102,34910.33502,37723314.25230
1883,20450591,Emily Chen,emoleechen,924040252792213506,"🍣 🍙 🍱 on a conveyor belt! (@ YO! Flatiron - @yosushiusa in New York, NY) https://t.co/3siva9Gsth","40.7420076,-73.99049789",1509143338760,2017-10-27 18:28:58-04:00,40.74201,-73.99050,105,35291.45846,43790805.32250
1885,4794821413,Connor T. Reider,TheREalReider,924040326813290496,Fall has finally arrived in the city! 🍂 It's officially sweater weather and butternut squash… https://t.co/XBXFGHoxOF,"40.7660016,-73.9765709",1509143356408,2017-10-27 18:29:16-04:00,40.76600,-73.97657,164,32726.02375,38312049.54350
1887,28665348,Erick Ilog,erickilog,924040343250767872,"44 &amp; X #hellskitchen #NYC #birthdayweekend ❤️🙌🏻🍾🎂 @ 44 &amp; X Hell's Kitchen https://t.co/22lfHVylWN","40.76105305,-73.99451329",1509143360327,2017-10-27 18:29:20-04:00,40.76105,-73.99451,104,67935.34164,49291527.00720
1888,95805116,Fairry U. Bonner,FAIRRYLAND,924040370291294208,"New York @ New York, New York https://t.co/oEAupfK7El","40.7142,-74.0064",1509143366774,2017-10-27 18:29:26-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1889,64385877,William Blake,NUBIANGOD9,924040379242090497,"I'm at 777 6th Avenue Apartments - @equityres in Manhattan, NY https://t.co/T1MrJptdbH","40.7450519,-73.9914312",1509143368908,2017-10-27 18:29:28-04:00,40.74505,-73.99143,105,35291.45846,43790805.32250
1890,31500651,Thomas Bell,rickdotrick,924040412628692993,Drinking a Cornhusker Lager by @heartlandbrew @ HB Burger — https://t.co/hcEq7eEbEl,"40.7561,-73.9849",1509143376868,2017-10-27 18:29:36-04:00,40.75610,-73.98490,105,35291.45846,43790805.32250
1891,3192129959,s. ross,frontmezzjunkie,924040413643554816,"#TorchSongPlay

#frontmezzjunkies has posted a new review: 
#TorchSong @2STNYC by… https://t.co/0txKL4Jooo","40.7581157,-73.989479",1509143377110,2017-10-27 18:29:37-04:00,40.75812,-73.98948,104,67935.34164,49291527.00720
1892,25329070,BLACK JESUS,Blackcop53,924040423835930624,Halloween Party @My Lil 1 schoool tonight... Kids Allll the Way Up!! #2017 😥 #salute💯 2 da homie… https://t.co/H0pJCaAxpB,"40.64366667,-73.90066667",1509143379540,2017-10-27 18:29:39-04:00,40.64367,-73.90067,318,190152.01231,235649871.89200
1893,142490566,HOWARD T,howardtseng,924040431322746880,see y’all tonight!!! @qilonyc music by @simensez tribecalledcam realreez @DJAdded #halloween2017… https://t.co/lbDcrLmX7u,"40.72221048,-73.98673912",1509143381325,2017-10-27 18:29:41-04:00,40.72221,-73.98674,103,30468.33805,46878486.88810
1895,10112122,Fountain Of 30,FountainOf30,924040457625198593,Attended the esteelauder launch event for their new #PerfectionistPro line earlier today. This… https://t.co/Gdu8IT5pYz,"40.7142,-74.0064",1509143387596,2017-10-27 18:29:47-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1896,22027793,Valerie Trucchia,valerietrucchia,924040457600032769,LB takes you deep down inside. Check my story on the top of the page to see my pics from Louise… https://t.co/QpAWfSgv91,"40.76147952,-73.977177",1509143387590,2017-10-27 18:29:47-04:00,40.76148,-73.97718,105,35291.45846,43790805.32250
1897,35040458,Sheri Collins,TheCurvyStylist,924040458531196940,How quickly they grow up and sink or swim on their own!. I'm like a proud Auntie!  Look at… https://t.co/PFvajLFHnl,"40.7142,-74.0064",1509143387812,2017-10-27 18:29:47-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1898,485155370,ChampagnePictures,SWERVEyCHAMp,924040493826273280,Trick or Treat #🎃 #rcpicsny #Halloween #nyc #Halloweeninnyc #halloweencustome #halloween2017… https://t.co/TgvtpV30ls,"40.7779,-73.9517",1509143396227,2017-10-27 18:29:56-04:00,40.77790,-73.95170,108,53561.20587,55168905.39990
1901,116297728,Alex Vázquez,chapovazquez24k,924040537832935424,Yo juraría que es un foco!! @ Chelsea Market https://t.co/vtWOAMsIFA,"40.74218482,-74.00521517",1509143406719,2017-10-27 18:30:06-04:00,40.74218,-74.00522,104,67935.34164,49291527.00720
1902,581508082,Loud and Insensitive,LindseyJenningz,924040608586575872,I love my girls so much!!! My suicidegirls babes @toriesuicide unicorn_huevos and… https://t.co/TPffM7lUOI,"40.7444496,-73.9538193",1509143423588,2017-10-27 18:30:23-04:00,40.74445,-73.95382,402,72178.85260,139896643.48500
1903,590082660,Areta's StyleSecrets,AretaChen,924040615980961792,{Halloween Weekend} Had way too much candy at the office Halloween party today. Haven't decided… https://t.co/JJm8Uj3htH,"40.77274259,-73.972216",1509143425351,2017-10-27 18:30:25-04:00,40.77274,-73.97222,164,32726.02375,38312049.54350
1904,213166380,DjStevieB,StevieIamRnB,924040631865012225,"🤦🏾‍♂️ @ New York, New York https://t.co/cGSEyLntoA","40.7142,-74.0064",1509143429138,2017-10-27 18:30:29-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1905,1944728822,Vicky Pinder,TheLadyPsyche,924040635342098432,Date night! I needed this! #mexican #food #hubby #love @ East Harlem https://t.co/vZx9OReWC8,"40.79795556,-73.94004722",1509143429967,2017-10-27 18:30:29-04:00,40.79796,-73.94005,111,59502.91147,66145984.61130
1906,26417250,ohrocco,ohRocco,924040678467805184,#freakyfriday in full effect. Hope everyone has a hell of a #Halloweenweekend here’s another… https://t.co/tsqMiUiqhn,"40.71498,-73.9443",1509143440249,2017-10-27 18:30:40-04:00,40.71498,-73.94430,301,69142.27325,131756437.44400
1907,289435535,CY,Cyoung_11,924040692564815873,Strike a pose #Heisman @ The Halo LIC https://t.co/ZLNZzkjqV6,"40.7464762,-73.9406585",1509143443610,2017-10-27 18:30:43-04:00,40.74648,-73.94066,402,72178.85260,139896643.48500
1909,277317033,GeishaVi@AnimeNYC,GoddessGeisha,924040783727964160,Guess who! Having a great Friday with really cool peoples and great drinks! I could totally get… https://t.co/HPy03cBQkG,"40.7142,-74.0064",1509143465345,2017-10-27 18:31:05-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
1911,791258761,RH Finance Jobs,RHFAJobs,924040832457379840,"If you're looking for work in #NewYork, NY, check out this #job: https://t.co/ZYeqRrXNNk #RHFAJobs #Finance #Hiring","40.7490007,-73.9756518",1509143476963,2017-10-27 18:31:16-04:00,40.74900,-73.97565,106,42672.56264,38728544.81190
1912,52639101,edwin jimenez,edskywalka,924040842234552322,Just posted a photo @ Lower East Side https://t.co/ac2tDPhU3x,"40.717222,-73.989722",1509143479294,2017-10-27 18:31:19-04:00,40.71722,-73.98972,103,30468.33805,46878486.88810
1913,31500651,Thomas Bell,rickdotrick,924040843576725506,Drinking a Harvest Wheat Beer by @heartlandbrew @ HB Burger — https://t.co/WmeKVkzhHv,"40.7561,-73.9849",1509143479614,2017-10-27 18:31:19-04:00,40.75610,-73.98490,105,35291.45846,43790805.32250
1915,886772258269790208,Beer Fridge,BeerFridgeNYC,924040875197448193,"#Repost @Kmartinez15 (get_repost)
・・・
Back to back nights in #LES? Yep. We’ll be at… https://t.co/AAUv16zfeZ","40.71627,-73.98955",1509143487153,2017-10-27 18:31:27-04:00,40.71627,-73.98955,103,30468.33805,46878486.88810
1916,893714660,Dr.Jekyll & Mr.Hyde,BretHyde,924040935930859521,"The @fdny was out on the East River today. @ New York, New York https://t.co/VGv7cryT3U","40.7142,-74.0064",1509143501633,2017-10-27 18:31:41-04:00,40.71420,-74.00640,101,73178.67348,42555349.76560
